194,Parks Project,https://www.parksproject.us/,,8.7,,,,8.7,"Parks Project is an organization focusing on initiatives with restoration, youth and advocacy education, and visitor programs with the money made from donations and apparel sales. They partner with numerous conservancies such as the Grand Canyon Conservancy, National Park Foundation, and Yellowstone Forever.  In their facilities, they claim to use LED-certified energy, use BlueSign-certified dyes, and less energy-intensive machinery that is standard to EPA regulations. All paper products are Forest Stewardship Council certified, and they process their water through a filtration system to be recycled. ",https://www.parksproject.us/pages/parks-project-our-contribution,,,
193,ThredUP,https://www.thredup.com/,,8.0,,,7.0,7.5,"ThredUP is the world's largest online thrift store that reduces apparel waste with circular buyback programs and reselling used clothing. They transparently publish resale reports, ecological impact reports, carbon footprint calculators, methodologies, sources and past reports on their website. Their independent non-profit ""Circular Fashion Fund"" supports small businesses who commit to progressing sustainable fashion. Their ""Remade"" line, debuted in 2018, was critisized for greenwashing as the items are not truly sourced from upcycled materials. A total of 501 complaints have been filed from 2018-2020 with the Better Business Bureau. ",https://www.thredup.com/resale/ https://stylewise-blog.com/2018-11-greenwashing-alert-thredup-remade-line-html/ ,,,https://www.thredup.com/resale/ https://www.bbb.org/us/ca/oakland/profile/online-shopping/thredup-inc-1116-381201/complaints 
192,La Croix,https://www.lacroixwater.com/flavors/,,4.0,,,2.0,3.0,"La Croix is a USA-based sparkling water brand. La Croix sells water in aluminum cans, which are recyclable. However, when bauxite is mined to make aluminum, it causes habitat loss, water contamination, and erosion, and other environmentally damaging aspects. La Croix does not claim to make their cans from recycled aluminum. They have a lower carbon footprint for transportation compared to other imported waters, however they do not share information about their environmental impact publicly. They are vegan and do not use animal products. There have been two lawsuits over CEO Nick Caporella accused of sexually harrassing two former employee pilots over 30 trips between 2014 and 2016. In 2019, The CEO was critisized for blaming his drop in shares on ""injustice"" and dehumanizing people with disabilities by comparing the act of taking care of them to managing a brand, claiming they ""do not see or hear, so they are at the mercy of their owners or care providers who must preserve [their] dignity and special character"". La Croix additionally does not share information publicly online regarding whether they pay their workers a fair wage. ","https://earth911.com/living-well-being/recycled-beverage-containers/#:~:text=in%20the%20U.S.-,Cans,countries%20like%20Guinea%20and%20Australia.&text=Bauxite%20mining%20contributes%20to%20habitat,environmental%20impacts%2C%20like%20increased%20erosion.",,,https://www.wsj.com/articles/billionaire-behind-lacroix-accused-of-improper-touching-by-two-pilots-1530648681 https://www.cnbc.com/2019/03/07/lacroix-maker-national-beverage-blames-poor-earnings-on-injustice.html 
191,Top of the Mornin Coffee,https://topofthemornincoffee.com/,,,5.0,,8.0,6.5,"Top of the Mornin Coffee sell organic, specialty grade coffee from local farms that is carbon-neutral imported. They partner (under their parent organization, Akira Coffee Co.) with the Feya Foundation to combat hunger by donating a meal for every order from their store. Information about third-party certifications, their environmental impact, or whether they pay their employees a living wage is not publicly transparent on their webiste. They share some information about where they source their materials. They use dairy in some of their products.",,,,https://www.feyafoundation.org/partners
190,Eartheasy,https://eartheasy.com/,,8.0,,,,8.0,"EarthEasy is a small, family-owned Vancouver-based home & garden company seeking to make off-grid living easier for people. They've partnered with Trees.org to plant over 90,000 trees for every purchase, which is traceable on their website. They balance their carbon footprint with TerraPass, which as of December of 2020 was 26 metric Tons, which also is traceable to the public. They are an EPA WaterSense partner to promote water conservation, and GreenAmerica-approved. They have not shared information online about whether they pay a living wage or where they source their materials from, as they are a distributor for other brands.",https://trees.org/sponsor/eartheasy/ https://www.terrapass.com/partner/eartheasy https://lookforwatersense.epa.gov/Partners-Directory-Search-Results.html?partner=RetailerDistributor https://www.greenamerica.org/green-business/eartheasycom ,,,
189,Package Free Shop,https://packagefreeshop.com/,,9.5,,8.0,7.0,8.2,"Package Free Shop ships and sells items in no-plastic, 100% recyclable and compostable packaging. They partner with Pachama to offset carbon through reforestation projects. They have donated to organizations including ACLU, Black Girls Code, Habitat for Humanity, and Lower East Ecology Center. They plan to become B-Corp certified by 2021.They pay their warehouse associates and employees a living wage.",,,,https://packagefreeshop.com/pages/our-principles
188,Nothing New,https://nothingnew.com/,6,9.5,9.0,5.0,,7.8,"Nothing New makes carbon-neutral, vegan shoes made from 100% recycled materials. They also recycle their shoes to create a circular program reducing waste. The recycled plastics they use are 100% Global Recycle Standard certified. They source their ocean-bound plastic bottles internationally in accordance to the United Nations Global Compact principles and International Labor Organization, but it is unclear if they pay their employees a living wage.",,https://nothingnew.com/pages/faq,,
187,Safeway,https://www.safeway.com/,,8.0,,5.0,6.5,6.5,"Safeway is owned by Albertsons. is a grocer that partnered with The Ethical Charter on Responsible Labor Practices in 2018. Lawsuits include a class action lawsuit for gauging prices on essential items during the increased demand of items during the beginning of the COVID-19 pandemic, and a $75,000 charge to Settle an EEOC Disability Discrimination Lawsuit. Their website allows shoppers to order online in order to help people receive groceries from home and continue social distancing. They transparently publish their sustainability reports on their website and have a clear statement on Anti-Human Trafficking, Accessibility statements and resources, and other documents. Their west coast divisions signed onto the Pacific Coast Collaborative as a commitment to reduce food waste by 50% by 2030. They are a Visionary Partner for ""Feeding America"" and ""Hunger Is"", and partner with food banks to donate excess food. In 2019, they won the EPA Safer Choice Partner of the Year Award for the third year. Their shipping trucks also are a member of Truckers Against Trafficking, which is a training program to help truck drivers identify trafficking behaviours on the road. ",https://progressivegrocer.com/kroger-walmart-albertsons-among-top-grocers-supporting-ethical-charter-produce-industry https://www.albertsonscompanies.com/our-values/sustainability.html ,,https://www.eeoc.gov/newsroom/safeway-pay-75000-settle-eeoc-disability-discrimination-lawsuit,https://dockets.justia.com/docket/california/candce/3:2020cv03692/360449 https://www.safeway.com/ https://www.albertsonscompanies.com/content/dam/minisite/pdfs/2019%20Sustainability%20Highlights.pdf 
186,Eco Roots,https://ecoroots.us/,,9.0,9.0,,8.0,8.7,"Eco Roots is a marketplace that sells plastic-free and cruelty-free, zero-waste products from small business. They are a 1% for the Ocean partner, donating a portion of every sale to the Ocean Conservancy.  Their branded soaps, hair products and cleaning supplies are vegan, and their products ship plastic-free in recyclable packaging. They also have a selection of palm oil - free products. Each listing transparently publishes ingredients and details about the brand they are selling. They claim to use GOTS certified organic cotton and bamboo, and use other eco-friendly materials. It is unclear from their website what their labor practices are or if their employees are paid a living wage. ",,,,https://ecoroots.us/pages/plastic-free-shop
185,Crabtree & Evelyn,https://www.crabtree-evelyn.com/,,6.0,3.0,5.0,,4.7,"Crabtree & Evelyn is owned by Nan Hai Corporation. Their products are not vegan or cruelty-free, and sends their products to third parties for animal testing when selling in countries that require animal testing by law. They ship in recyclable packaging made from post-consumer materials. The Good Shopping Guide rates C&E's soaps at a 58/100 for their animal products and ethical accreditation. EWG's Skin Deep ratings for the brand range on the below average to poor score scale (40-70%), which rates for the products' criteria for transparency and health. At least twice, the company has also been alleged to retaliate against its employees on two occasions. It is unclear if they pay their workers a living or minimum wage or if they contribute to forced labor along their supply chains. They do not publish Corporate Sustainability Reports or their environmental impact reports transparently.",https://www.ewg.org/skindeep/browse/brands/252-Crabtree__Evelyn/,https://www.crueltyfreekitty.com/brands/crabtree-evelyn/,https://www.nlrb.gov/case/06-CA-035618 https://hongkongfp.com/2018/05/01/calls-better-protect-mothers-employee-alleges-discrimination-cosmetics-firm-crabtree-evelyn/ ,
184,Hara,https://www.harathelabel.com/,8,8.5,9.0,8.5,8.0,8.5,"Hara is an eco-fashion label using OEKO-TEX 100 approved organic bamboo to form apparel that does not use animal products, reduces water requirements, and ships in minimal packaging. They donate some of their proceeds to the Environmental Justice Foundation which funds projects to reduce the use of farmworkers handling harmful pesticides and fertilizers in the cotton supply chain. Their products are made locally in Bali, and the final stage in Australia where there is a low risk for labor violations and the supply chain can be traced. They operate under the Australian Textile, Clothing, Footwear award of 2010 to enforce fair working conditions and a living wage.",https://www.harathelabel.com/pages/why-bamboo https://www.harathelabel.com/pages/charities-we-support,https://www.harathelabel.com/pages/why-bamboo,https://www.harathelabel.com/pages/our-production https://ethicalfashionguide.com/brands/hara/,https://www.harathelabel.com/pages/charities-we-support
183,REI,rei.com,,9.0,5.5,6.5,,7.0,"REI is a recreational equipment cooperative. They are very transparent with information about their sustainability, stewardship, and labor practices (and where they can improve) on their website. They publish documents like their list of Factory Partners that make it easy for the average shopper to trace their supply chain. They also publish their Carbon emission numbers directly on their website.They use BlueSign certified textiles, and support research devoted to reducing microplastic waste that leads to the ocean. They partner with the Sierra Club, Sustainable Apparel Coalition, and Textile Exchange. They do use animal products but offer a wide selection of RDS-certified wool, Leather Working Group certified, and vegan options that are filterable in their online marketplace.They do not appear to pay a living wage as of 2020.",https://www.bluesign.com/en https://apparelcoalition.org/brands-retailers/,https://www.rei.com/learn/expert-advice/animal-welfare-outdoor-gear.html,"https://www.coworker.org/petitions/adopt-target-s-starting-pay-of-15-hour-store-wide-by-2020-because-we-re-worth-it-1#:~:text=We're%20asking%20REI%20Board,that%20it%20is%20to%20shop.",
182,Muji,https://www.muji.us/store/,,6.0,,4.0,,5.0,"Muji is a Japanese retail company focusing its philosophy on simplicity, minimalism, and the value of self-restraint. The company, however, sources much of its materials from unsustainable materials like unrecycled plastics and polymers, and manufacturers in China, Vietnam, and Indonesia where labor violation risks are high. They are not transparent about their company practices, labor practices, or environmental impact, and they do not share information regarding whether they use animal products.","http://ecosalon.com/behind-the-label-muji/#:~:text=Though%20MUJI%20doesn't%20specifically,philosophy%20that%20discourages%20excessive%20consumerism.",,"http://ecosalon.com/behind-the-label-muji/#:~:text=Though%20MUJI%20doesn't%20specifically,philosophy%20that%20discourages%20excessive%20consumerism.",
181,The Real Real,https://www.therealreal.com/obsessions,,8.5,,,7.5,8.0,"The Real Real is a luxury goods company that extends the life of designer apparel. They plan to go Carbon neutral by 2021. They offer a series of documents on their website that transparently state their policies on Human Rights, Climate Change, Diversity and others. They are transparent about their workplace diversity with a breakdown based on self-identified reporting. They are a member of the Ellen MacArthur Foundation, One Tree Planted: Million Tree Challenge, and Sustainable Apparel Coalition. They are not transparent about their labor practices, and they do resell 2nd-hand items with animal products such as fur coats.",https://therealreal.zendesk.com/hc/en-us#covid-19 https://www.therealreal.com/sustainability https://apparelcoalition.org/brands-retailers/,,https://apparelcoalition.org/brands-retailers/,https://investor.therealreal.com/social-impact https://www.therealreal.com/about
180,Poshmark,https://poshmark.com/,,8.0,,,4.0,6.0,"Poshmark is a second-hand online marketplace that allows users to buy and sell used clothing and accessorties. Poshmark is not very transparent about their business practices, and consumer reports have suggested sellers are often frauded, and buyers are sometimes scammed due to lack of regulation. Some shops sell handmade goods, and Poshmark has also often been critisized for culturally insensitive listings. Note: At this time we are only able to score Poshmark as a company. This score does not reflect individual shops or listings.",https://tabitha-whiting.medium.com/should-you-buy-clothes-second-hand-to-reduce-your-environmental-impact-1ef1cabee982,,,https://www.bbb.org/us/ca/redwood-city/profile/consignment-clothes/poshmarkcom-1116-442251/customer-reviews
179,Bath & Body Works,https://www.bathandbodyworks.com/,,2.0,4.0,5.5,4.5,4.0,"Bath & Body Works is owned by CEO Leslie Wexner or L Brands, and a sister company to Victoria's Secret. It is not a cruelty free shop, as they either test on animals, pay for animal testing, or sell in mainland China. CEO Wexner has been critisized for his involvement with convicted sex offender Jeffrey Epstein, and is paid 280 times the amount salary of the median employee. This company performed ""very poorly"" on Censible's ESG scores for pollution prevention, workplace health and safety, corporate governance, and forced labor, ""poorly"" for their carbon footprint and workplace diversity, ""average"" for water conservation, but ""well"" for data and privacy protection. They do use untraceable palm oil in their products.",https://esg.censible.co/companies/L-Brands-environmental-social-corporate-governance-profile https://www.bathandbodyworks.com/e/product-ingredients?q=palm+oil&lang=en_US,https://www.crueltyfreekitty.com/brands/bath-body-works/ https://donegood.co/blogs/news/healthy-and-ethical-alternatives-to-bath-body-works,"https://www1.salary.com/Leslie-H-Wexner-Salary-Bonus-Stock-Options-for-L-BRANDS-INC.html#:~:text=As%20Chairman%20of%20the%20Board,from%20other%20types%20of%20compensation. https://esg.censible.co/companies/L-Brands-environmental-social-corporate-governance-profile",https://www.nytimes.com/2019/07/25/business/jeffrey-epstein-wexner-victorias-secret.html https://esg.censible.co/companies/L-Brands-environmental-social-corporate-governance-profile
178,Tokyo Otaku Mode,https://otakumode.com/shop,,,,,,5.0,"Tokyo Otaku Mode lacks transparency in their business practices when it comes to how they treat their employees, their sustainability, and use of animal products. With little no data available online, this is rated a 5.0 (approximately average) until further notice.",,,,
177,Aero Press,https://aeropress.com/,,8.0,9.0,,8.0,8.3,"AeroPress is a manufactorer of coffee and espresso makers that requires no electricity. Since they only require the energy needed to hand-press the coffee, they are energetically efficient. The company is transparent about their material development, stating their presses are made from BPA-free polypropylene and food-grade silicone. In November 2020, they partnered with Cookies for Kids' Cancer, which rates a 100/100 on Charity Navigator, to grant $100,000 to a researcher who innovates less toxic cancer treatments. The paper filters are reusable and AeroPress is made in the USA. They do not use animal products. AeroPress lacks transparency in their employee practices and whether they pay a living wage.",https://aeropress.com/use-it-now/evolution-of-aeropress/,https://aeropress.com/use-it-now/evolution-of-aeropress/,,https://aeropress.com/cookies-for-kids-cancer-award/ https://www.charitynavigator.org/ein/262320528
176,Thrive Causemetics,https://thrivecausemetics.com/,,5.0,9.0,5.0,9.0,7.0,"Thrive Causemetics is a Leaping Bunny certified vegan and cruelty-free brand. They have multiple charity partners, one being the Bigger Than Beauty with whom they donated 100% of their hand sanitizer proceeds to support the Black Women’s Health Imperative to protect and advance Black women and girls' health and wellness. They also donated $1 million to the COVID-19 Response Fund, and $500,000 worth of Thrive Causemetics products to frontline workers. Thrive Causemetics products are transparently listed both on their website and on EWG's Skin Deep Cosmetics website to show and explain each ingredient used. They are not transparent about their environmental impact or labor practices.",,https://www.leapingbunny.org/content/thrive-causemetics,,https://bwhi.org/2020/08/14/bigger-than-beauty-spotlight-black-womens-health-imperative/ https://www.ewg.org/skindeep/browse/brands/7554-Thrive_Causemetics/
175,Neiman Marcus,https://www.neimanmarcus.com/,,,3.0,4.0,7.5,4.8,"Neiman Marcus is a luxury department store that filed for bankruptcy in May of 2020, but was bought out by other investment firms. They do not publicly share information about their environmental impact, whether they pay their employees fairly, or ship in aco-friendly materials. The company has partnered with JOANN Stores to donate 65,000 items of personal protective equipment, and are a partner of Boys & Girls Clubs Of America who have donated $500,000 in healthy after-school snacks or hours of homework help to young people. They do use animal products like leather, crocodile, wool, and fur, and in 2013 settled a federal charges for selling fur coats made from racoon dogs marketed as ""faux fur"". In 2018, a class action lawsuit was filed due to Neiman Marcus allegedly using an unlawful pay structure for some of its sales associates, which was moved to federal court. Another lawsuit was filed by an employee who claims Neiman Marcus violated the American Disabilities Act. ",,https://www.ftc.gov/news-events/press-releases/2013/03/retailers-agree-settle-ftc-charges-they-marketed-real-fur,https://www.classaction.org/news/neiman-marcus-sales-associates-sue-over-stores-allegedly-illegal-pay-structure https://news.bloomberglaw.com/daily-labor-report/neiman-marcus-employee-did-not-consent-to-arbitration-agreement-district-court-says ,https://www.neimanmarcus.com/c/nm-marketing-events-philanthropy-cat48600747 https://www.voguebusiness.com/consumers/out-of-bankruptcy-neiman-marcus-ceo-plans-a-comeback 
174,Doterra,https://www.doterra.com/US/en,,6.0,5.0,,1.0,4.0,"DoTerra is a Utah-based multi-level marketing (MLM) essential oil brand. They are not certified cruelty-free and sell in mainland China, which requires animal testing for imported cosmetics. They ship in recyclable materials and have several initiative to source sustainably. They source their Douglas Fir from invasive overgrowth forests in New Zealand, and Frankincense is collected using measures to preserve the tree. The company does not share reports however on their environmental impacts, their labor practices in their supply chain, or whether they pay their employees a living wage. In 2013, the U.S. Food & Drug Administration filed an warning for violating the Food, Drug and Cosmetic Act, with claims that doTerra oils are possible cures for autism and cancer. Company distributors later claimed in 2017 (around the time of the California wildfires) that their oils purify the air and help with the effects of smoke, which is a false and unfounded claim. The company was issued another warning in 2020 for unlawful claims that their products could prevent consumers from COVID-19, and can boost immunity to ward it off. Allegations also arose that doTerra took advantage of Hurricane Harvey to profit off of relief efforts, which cost $100 donations for 4 hygiene kits (a towel, toothbrush, and doTerra samples) which arrived late and were criticized for being unreasonably upcharged. doTerra does extensive chemical testing on their oils using their Certified Pure Therapeutic Grade protocol, however this testing is not an official, independent certification, because it is done internally and not by a third-party source that can guarantee the results. They claim third-party testing is done to guarantee transparency, however the names of these organizations are not shared, and the results of this testing is not transparently published for shoppers to see. ",https://www.doterra.com/US/en/cptg-testing-process,https://www.crueltyfreekitty.com/brands/doterra/,,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/doterra-international-llc-09222014 https://www.motherjones.com/environment/2017/10/its-delusional-to-think-essential-oils-will-clear-the-california-fire-smoke-out-of-your-air/ https://www.ftc.gov/news-events/press-releases/2020/04/ftc-sends-warning-letters-multi-level-marketers-regarding-health https://psmag.com/social-justice/after-a-natural-disaster-some-multi-level-marketers-profit-handsomely-off-relief-efforts https://www.doterra.com/US/en/p/emergency-relief-hygiene-kit-4-pack 
173,Whiskers Laces,https://www.whiskerslaces.com/,,9.0,9.0,8.0,9.0,8.8,"Whiskers Laces is a small company of 4 employees who create shoe laces made from nylon and polyester made from 100% recycled ocean-bound plastic bottles. They come with a storage spool made from sustainably sourced Birch bark from Maine, USA, which they take back with an upcycling program. Their products are made in the USA in North Carolina, and they source locally within 100 miles of their headquarters. Their 4 employees are paid a living wage. They ship in recycled cardboard packaging. Whiskers does not use animal products in their supply chain. They create dedicated shoelaces throughout the year to donate a portion of the proceeds to a given organization, for example their rainbow laces earning funds for the Trevor Project, and pink laces for breast cancer research. ",,,,
172,Outdoor Voices,https://www.outdoorvoices.com/,4,6.5,6.5,5.0,6.0,6.0,"Outdoor Voices is an athletic apparel company. They state their progressive sustainability goals on their website, however they do not publish their sustainability or environmental impact reports on their website for the public to see. Outdoor Voices uses some recycled or recyclable shipping packaging but still uses poly plastic bags. The company claims to use a number of eco-friendly and Bluesign certified fabrics, however when searching BlueSign's directory, the company does not show up as a partner. The same occurs for their alleged partnership with WWF, which cannot be found on WWF's website nor Outdoor Voices' site. Outdoor Voices does use recycled wool in their fleece fabric, but they do not disclose where they source their materials publicly. The company does not disclose whether they pay their employees a living or fair wage. An investigation By Buzzfeed News anonymously interviewed employees who stated the company did not properly compensate them for work done, that they had a toxic work culture that frequently used intimidation, and did not foster diversity but participated in ""woke-washing"" on their website to garner social credit. Along with financial struggles, Tyler Haney later stepped down as CEO.",https://www.bluesign.com/en https://wearendless.com/blogs/greenwashing-or-greenrealing/outdoor-voices ,,"https://www.buzzfeednews.com/article/briannasacks/outdoor-voices-ty-haney-employee-allegations https://www.businessinsider.com/outdoor-voices-ceo-steps-down-amid-losses-2020-2#:~:text=Tyler%20Haney%20is%20stepping%20down,on%20its%20board%20of%20directors. ",
171,Howies,https://www.howies.co.uk/,8,8.5,6.0,8.0,,7.5,"Howies is an activewear brand that makes clothing from eco-friendly materials such as organic cotton, hemp, modal, and recycled or recyclable fabrics. They are transparent on their website about where they source their materials worldwide, and how they comply with Oeko-Tex and the Global Organic Textile Standard. They also state they work with their manufacturers to pay at least minimum wage, but some have transitioned to living wage pay. They use recyclable plastic bags to ship due to the greater opportunity for them to be recycled in the UK, reduction of weight in shipping, and protection of their clothing. They use animal products such as leather and wool in their clothing. In 2016, they were the first clothing company to go 100% PET and PFC-free. Some information is lacking such as where and how their animal products are sourced, and their environmental impact reports.",https://www.sustainablegate.com/en/howies/,,https://www.howies.co.uk/pages/faq,
170,Scandinavian Designs,https://scandinaviandesigns.com/,,,,,,6.0,"Scandinavian Designs does not share information about their business practices online in a way that is transparent for shoppers They do not indicate if they are FSC (Forest Stewardship Council) Certified, and are not certified by the Better Business Bureau, but score an A+ on the site. With little transparency and no data available online, this is rated a 5.0 until further notice.",,,,https://www.bbb.org/us/co/westminster/profile/gift-shop/scandinavian-designs-0885-90249053
